topic_title,categories,is_pm,post,like_count,reply_count,url,created_at
"Return on ""I"" in $$$",Lesson 7. Money is a story,No,"[quote=""carold, post:6, topic:33627""]
I have to be creative here and it’s going to take some thought. With some help from a marketing expert, I could get the concepts across.
[/quote]

Hey, @carold I encourage you to challenge your self  to produce a ton of content, blog post and also teaching before going to a marketing expert. I think once you have content they could help you shape it and refine it. Warning I have no particular expertise with  this advice but that just sticks out to me. I",1,0,https://fr3.akimbo.com/t/return-on-i-in/33627/8,2020-05-04T23:59:02.003Z
Working without a map,Resource recommendations,No,"A segment of this  *Recode/Decode* [Podcast](https://podcasts.google.com/?feed=aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vcmVjb2RlZGVjb2Rl&episode=ZDdkMmI1ZGEtMTY5NS0xMWVhLWI5MzEtNmZlNDllYmY4ZGQw&hl=en&ved=2ahUKEwiCxIPMyJ3pAhVELKwKHYkLAysQieUEegQICxAE&ep=6) discussed

> Kantrowitz says education, and not automation, is the larger problem for the long-term future of work, and argues that TikTok is one of the only places young people are learning to be creative;

& The need to work without a map--we have heard this before.

@homeroom5 @quokka",5,2,https://fr3.akimbo.com/t/working-without-a-map/33854/1,2020-05-05T20:42:04.724Z
Scared money don't make money,Lesson 7. Money is a story,No,"[quote=""tekisha, post:1, topic:33853""]
The biggest thing that is holding me back is fear of rejection and fear of not delivering. I’ll admit-- I’m a recovering people pleaser!
[/quote]

Hey @tekisha channel fear into energy! 

[quote=""tekisha, post:1, topic:33853""]
They see them as a partner in the business. As a freelancer, they get access to specific talent that would usually cost them a lot more. They understand and respect that.
[/quote]

This is the best; this is what I want and see it over and over.",1,0,https://fr3.akimbo.com/t/scared-money-dont-make-money/33853/2,2020-05-05T20:53:03.357Z
expanded network......,Lesson 9. Saying no is generous,No,Thank you @randyheller  this is helpful for framing what I would like to focus on. I was surprised that I wrote advertising services but your response gave me some better insights on some possibilities. Thank you!,1,0,https://fr3.akimbo.com/t/expanded-network/33620/8,2020-05-05T21:02:19.105Z
MyName.com - or - Company.com,Miscellaneous,No,"Hey @farid good question. Some of the hardest things are naming things. I think @juangermano has some good points here. Off hand, I suspect a good market for you may be solo practitioners so they will get it.",3,0,https://fr3.akimbo.com/t/myname-com-or-company-com/34054/4,2020-05-07T23:47:18.666Z
Marketing,-,Yes,"Hey, I was blown away by this  [post](https://fr3.akimbo.com/t/can-you-ethically-buy-a-budget-website/28739/8?u=kevingilds) and thought it might be helpful",1,0,https://fr3.akimbo.com/t/marketing/34056/1,2020-05-07T23:54:31.727Z
show time,Lesson 10. Unmistakably you,No,"# Tension

I relive tension for my client by developing a data entry process, management and reporting system My client wants to focus on the girls they serve in the community. They want to be able use this data to serve them better. 

Sometimes, I create tension for them by sending interactive html documents and graphs. 

# Status


*From my point of view*

> My clients gain status because their analysis is  fully reproducible and  done with sound data science principles


*From their point of view*

> They get an interactive dashboard that is updated daily; they are able to brag to their funders about the impact they are making.



# You are going to miss me when I am gone

They would miss me, if I was gone. I can do the technical work and talk their language to help them deliver their mission


#Highlight Reel

I make Dashboards and data applications; I shared what I could and some data visualizations that are artifacts of code. 

Take two terrible spreadsheets and make them interactive

[Florida School Grades](https://tidydatabykwg57.shinyapps.io/florida_school_grades/)





Take a terrible spreadsheet and make it interactive
[Florida School Grades]( https://tidydatabykwg57.shinyapps.io/flabsences/)


Time Use Survey Graph
The [Code](https://github.com/kgilds/final_project/blob/master/code/raw_code/final_project.Rmd) to parse the data and the data vis. 
[Data Vis](https://raw.githubusercontent.com/kgilds/final_project/master/figures/explanatory_figures/activity-income.png))

Top Registered Cat Names in Seattle Tidy Tuesday Data Vis
[Cat Names](https://kgilds.rbind.io/post/2019-03-27-Pets/index_files/figure-html/cat-p-1.png)

@homeroom5, @quokka @oleg",2,2,https://fr3.akimbo.com/t/show-time/34059/1,2020-05-08T00:29:37.462Z
This is what unmistakable looks like on a smaller scale,Lesson 10. Unmistakably you,No,"[quote=""farid, post:1, topic:32286""]
My unmistakable quality would come from my interactions, because the web design will be quality work, but it won’t be anything state of the art or new.
[/quote]

Hey @farid is there any interactions from past clients that you can build upon to make you unmistakable. Will it be your ability to listen and understand their needs. Is there a common tension identified from past clients where you can drill down some more or were there tensions unique to them.

Also, love the style of the sites.",1,1,https://fr3.akimbo.com/t/this-is-what-unmistakable-looks-like-on-a-smaller-scale/32286/15,2020-05-09T16:25:05.847Z
"Sweet Relief | Status | Missing Me, Missing You",Lesson 10. Unmistakably you,No,"[quote=""lisaashburn, post:1, topic:31184""]
What I do is fairly well understood. Oftentimes, clients are relieved that:

* Someone is listening and taking time to accurately understand and capture their business processes, vision for the future, goals and unmet needs.
* An outside analyst (in some cases) is validating what they already know.
* Someone is translating between them and a software vendor or internal IT team.
* They are able to outsource communication and transfer the risk of *incomplete* communication or *unidentified* needs to another person, chiefly allocated to this work.
[/quote]

This is wonderful! You have hit on some key points that I have not previously articulated formally but had in my head.  My experience has been that often people in organizations don't even know where to start with the problem you articulated below. The ability to translate between the computer people and management has been key to my success. 

Thank you!",0,0,https://fr3.akimbo.com/t/sweet-relief-status-missing-me-missing-you/31184/10,2020-05-10T17:42:31.109Z
RE: expanded network......,-,Yes,Thank you!,0,0,https://fr3.akimbo.com/t/re-expanded-network/34373/2,2020-05-11T22:06:59.896Z
L10: Don't You Forget About Me,Lesson 10. Unmistakably you,No,"[quote=""randyheller, post:1, topic:34228""]
To be honest, it feels a little arrogant or self-centered for me to say that I want people to miss me if I’m gone.
[/quote]

I feel you  on this point. Obviously, I want business but I also want to teach my clients to be empowered so that they are not reliant on me but want to work with me. This is a balance.

Well done on the video!",1,0,https://fr3.akimbo.com/t/l10-dont-you-forget-about-me/34228/6,2020-05-11T23:44:43.733Z
R2: You're not wrong for choosing them,Lesson 2. Deciding who we hire,No,"[quote=""farid, post:1, topic:34549""]
Knowing myself. I’ll gently nudge them and see if they’re open to see what I’m pointing to. If they’re open to it, then we can explore it together. If they’re not, then I’ll accept it as what it is and move on. It’s better for everyone that way.
[/quote]

I have been thinking about this but I think I have come to the conclusion that how they react to the nudge is your cue of whether you should continue to dance or walk away.

> know when to hold, fold and walk away.",1,1,https://fr3.akimbo.com/t/r2-youre-not-wrong-for-choosing-them/34549/2,2020-05-14T00:40:29.797Z
Shining eyes - yes I like them!,Lesson 10. Unmistakably you,No,"[quote=""carold, post:1, topic:34601""]
I believe in leaving a legacy behind. I think the best legacy is to work with others on how to bring their best to the table on any project. Include them, value their contributions, have them teach others a little bit about what they’ve mastered. My ultimate goal in process mastery is bringing out the best in people.
[/quote]

This is great!  I try to approach an empowerment mindset as opposed to need based mindset",1,0,https://fr3.akimbo.com/t/shining-eyes-yes-i-like-them/34601/3,2020-05-14T11:48:34.202Z
show time,Lesson 10. Unmistakably you,No,"Thank you for these thoughtful questions. 

[quote=""lisalambert, post:2, topic:34059""]
Tell us more about how this creates tension.
[/quote]

The interactive tables and graphs creates tension because it is new and they may not sure how to use this new power. Once I show them how they could use it they love it.  

[quote=""lisalambert, post:2, topic:34059""]
Do you think the status is in the dashboard or what the dashboard is for? Or both?
[/quote]

 I think the dashboard serves both as they struggled to get their outcome data  quickly in a digestible form. What I love about my client is that they want  to make use of this data to make an impact on the girls they are serving. I think it accurately conveys to their funders we are a data-driven organization. 

[quote=""lisalambert, post:2, topic:34059""]
What are some other examples you’re looking forward to adding to your highlight reel? What actions are you taking to engage with those sorts of projects - whether on your own or to serve clients?
[/quote]

Two things come to mind: 

The firs is leadership within my field The lesson about convening struck a nerve with me because it has been in the back of mind of something I should be doing. I rejoined the American Evaluation Association to find the others. This will provide some leadership opportunities. 

The second item is to ask for testimonials from clients.  Confirm with them the value I think I am creating.",2,0,https://fr3.akimbo.com/t/show-time/34059/5,2020-05-16T17:06:12.843Z
show time,Lesson 10. Unmistakably you,No,"Thank you,

I think the dashboard serves a symbol;  the status is this we figured out of how to process all this data quickly, we now have the information to focus on what we do best. This convey competency to funders and they are a data driven organization.",1,0,https://fr3.akimbo.com/t/show-time/34059/6,2020-05-16T17:12:14.979Z
tidydata,Lesson 11. Getting found,No,"* What’s the phrase you want people to search on where you’re the one and obvious best match to that search?

> Kevin will tidy and present our data in a way that is useful to us. 

* What’s the question they’ll ask when asking others for recommendations to help solve their problem?

> How were able to process all your data and get the insights you needed to make an impact on the clients you were serving.

* How will you be the one who shows up when they are looking for you?

I will show up by encouraging the client  to let me handle the data tidying and presentation; I encourage them to focus on delivering their program to the clients they serve to make the impact they want to make.  

@homeroom5 @quokka",2,3,https://fr3.akimbo.com/t/tidydata/34974/1,2020-05-19T21:55:24.022Z
"Impostor by night, talk back by morn.",Lesson 6. Merit and fear,No,"Hey @judes_tan

Great content-I enjoyed the layout of the dialouge.

[quote=""judes_tan, post:1, topic:34900""]
But you’ll never get any of these benefits if you hide your work to yourself on your laptop or your Instagram feed. Just enter it into something!
[/quote]

Enter those contests! I entered an application into a contest this spring and so happy I did. I  defined my parameters of what I wanted to learn and kept it focused. It has given me some energy.",3,1,https://fr3.akimbo.com/t/impostor-by-night-talk-back-by-morn/34900/5,2020-05-19T22:01:57.469Z
Finding my Voice,Umph!,No,"[quote=""lizbenedetto, post:1, topic:35104""]
I am always looking for the next challenge, the next shiny object so I can master it and show that I am worthy – but never feeling the satisfaction that comes with the skills. Who cares? Me.

So, my #Umph is to let-go. To find my voice and do work that I want to do, even if my gut tells me that it is selfish
[/quote]

Thank you, this speaks to me.  There is some magic in following the next shiny thing. I think the important thing is to be intentional or even strategic about what shiny object to follow. I am getting better about this!",3,1,https://fr3.akimbo.com/t/finding-my-voice/35104/4,2020-05-21T14:17:32.488Z
tidydata,Lesson 11. Getting found,No,"Hey @farid

Thanks for these questions

[quote=""farid, post:3, topic:34974""]
What else? Can you go deeper?
[/quote]

I think a way to go deeper is to teach them how to use their data. How to help them this data to tell their stories to their funders. The ratchet turns for both of us. 

[quote=""farid, post:3, topic:34974""]
What will this look like? Will you have a presentation? Is there something you can send them to give them a taste and build trust
[/quote]

They get a dashboard but this makes me think of some other possibilities; maybe a webpage/report of findings; similar to this [Girls Who Code Annual Report](https://girlswhocode.com/2018report/)",1,1,https://fr3.akimbo.com/t/tidydata/34974/4,2020-05-24T00:50:46.109Z
To be expected: having fun and a bloody nose,Lesson 12. Turning the ratchet,No,"What are you going to get better at?

I am a good at improving my technical skills. I will get better at helping my client use their data  to tell their story to stakeholders. This helps them get additional funding and making an impact. 

> My favorite football coach used to say get in there have some fun and get your nose bloody!

I will get better at convening the people in my industry. I will take some blows and be ignored but I will keep posting articles, will generate video casts, will keep teaching my point of view.  

I can find 10 extra hours in the week to devote to this. I am solidly booked in the day but I can carved out 10 extra hours a week in the evening to start. I am hoping this practice helps me improve my communication skills and increase my network of individuals.

What are you committed to doing to continue getting better clients?  A strength of mine is finding faster ways to automate data processing and methods to present data; this will give more time to help them tell a story with their data. 


How are you going to spend your time?

More time does not mean better; time allocation needs to be focused. [Deep Work](https://www.calnewport.com/books/deep-work/) Committed deep work in the morning for 1-2 hours daily  Take a break from your work and be reflective about the work for the time to be useful. 
My rule is no social media on the phone and to limit to one hour a day on laptop. Keep to a schedule of being off a computer by 9:00 pm and read more.  Reading helps one more dots to connect. 

What are you not prepared to miss? Spending time playing with my kids and watching movies with my wife on the weekends. 

@quokka @homeroom5",4,7,https://fr3.akimbo.com/t/to-be-expected-having-fun-and-a-bloody-nose/35348/1,2020-05-25T21:05:16.710Z
To be expected: having fun and a bloody nose,Lesson 12. Turning the ratchet,No,"@lisaashburn thank you for these kind words and great feedback throughout the workshop.
There is some resistance or maybe imagined resistance. I am doing something that is new and different in this space. I struggle finding the others in this space. Either they may be so far advanced or seeking mere compliance--we are doing this to fulfill a requirement.",2,0,https://fr3.akimbo.com/t/to-be-expected-having-fun-and-a-bloody-nose/35348/4,2020-05-27T23:57:15.945Z
Know your worth,Miscellaneous,No,This is great. Thanks,2,0,https://fr3.akimbo.com/t/know-your-worth/35468/5,2020-05-27T23:59:56.329Z
Trust the Process,Resource recommendations,No,"This particular episode made me think of valuing a process and how to process the voice in your head. Very specific examples. The other episodes in the series are great as well

https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vYWdhaW5zdC10aGUtcnVsZXM/episode/NjNmMGY0MjgtN2ZlYi0xMWVhLTlkYWUtYTdiYWUxZWY5YWQz?hl=en&ep=6

@quokka @homeroom5",5,0,https://fr3.akimbo.com/t/trust-the-process/35474/1,2020-05-28T00:04:45.522Z
R2: Clarifying myself,Lesson 4. Five levels of freelancers,No,"[quote=""farid, post:1, topic:35542""]
I’m not worried to know I won’t be seen as unique and remarkable. It’s a bit freeing to know this, but it’s really more about having clarity of what’s important to me and my priorities.
[/quote]

I think this insightful because if you stay f***ing  on the bus you will get to the remarkable and unique level. I suspect that one could try too hard to be unique or remarkable and it never comes.",2,1,https://fr3.akimbo.com/t/r2-clarifying-myself/35542/3,2020-05-28T20:45:32.036Z
To be expected: having fun and a bloody nose,Lesson 12. Turning the ratchet,No,"

[quote=""luketalbot, post:2, topic:35348""]
How can you ensure you follow through?
[/quote]

 This question is both simple and profound and I have been thinking about it for a couple of days now. I have been obsessed with focusing on the process rather than the outcome. I think the tactics may change to get a better outcome but the approach will not. It is one of the items that I can't unseen after this workshop.",2,0,https://fr3.akimbo.com/t/to-be-expected-having-fun-and-a-bloody-nose/35348/5,2020-05-28T20:55:27.732Z
To leverage each rotation,Lesson 12. Turning the ratchet,No,"Hey @carold I think this is a great plan; I like how you incorporated a plan for signaling.  

Please share your 

[quote=""carold, post:1, topic:35411""]
More Journal the practice; blog the results; write about it
[/quote]

I feel like I would gain much from it and hopefully give you feedback.",1,1,https://fr3.akimbo.com/t/to-leverage-each-rotation/35411/9,2020-05-28T21:09:09.417Z
To independently land a design gig.,Lesson 8. To be seen as  better,No,"[quote=""judes_tan, post:1, topic:35598""]
I don’t think I’m leading others, but I’m definitely leading myself — in figuring out my way, seeking new avenues for work and growth, experimenting, discarding or consolidating, navigating.
[/quote]

I suspect you are leading in ways perhaps not obvious to you. Are you designing with a point of view? That is leadership. Full disclosure I answered this in a similar fashion and it took some prompts and reading other post to find where I may leading.

Great post!

I initially answered this prompt in a similar manner.",1,1,https://fr3.akimbo.com/t/to-independently-land-a-design-gig/35598/5,2020-05-29T21:21:10.313Z
Up the hill,Lesson 8. To be seen as  better,No,"[quote=""judes_tan, post:10, topic:32902""]
I’m still getting my head around what you do :laughing: but it sounds very useful.
[/quote]

I am glad it comes across as useful. A lot of coding, splash of  process-improvement,  splash of web-design/development.  

[quote=""judes_tan, post:10, topic:32902""]
Curious…is there a reason that the tuning up your website is at step 6?
[/quote]

Good question--you got me thinking!  My assumption was that my website was not going to bring leads or customers.   I imagined my customers coming from word of mouth.  However, this conversation makes me think maybe I could generate content aimed at them. How my technical skills can help them.",1,0,https://fr3.akimbo.com/t/up-the-hill/32902/11,2020-05-30T18:35:14.323Z
tidydata,Lesson 11. Getting found,No,"[quote=""lisalambert, post:6, topic:34974""]
[quote=""lisaashburn, post:2, topic:34974""]
Oh, how this made me smile! :smiley:
>
>
>
> What about: *data that makes sense* ?
[/quote]

This made me smile too. I really like where @lisaashburn is going with this. What if you were to riff on what she proposed and come up with 5 more options? What insights might this give you into how you deliver value to your ideal customers?
[/quote]

Thank you! I had overlooked this point from @lisaashburn.  
Quick riff
1. Data Sense
2. Data for good
3. Data for the rest of us
4. Insight Data 
5. ?

[quote=""lisalambert, post:6, topic:34974""]
How do you want to open that conversation up with clients?
[/quote]

With these questions: How do you imagine using this data to help your clients. What insights are you currently missing from your data that would make the biggest difference for your clients. What are the challenges to insights from your current data process?  What kind of insights are your funders looking for that you are challenged in delivering. What is not being captured? What is the story that is not being told.",1,0,https://fr3.akimbo.com/t/tidydata/34974/7,2020-06-01T01:44:27.173Z
To be expected: having fun and a bloody nose,Lesson 12. Turning the ratchet,No,"[quote=""farid, post:6, topic:35348""]
What will you do when times get difficult and you hit a rough patch? How can you plan for this now @kevingilds so you’re more prepared to handle it later?
[/quote]

I have not read [Getting things done](https://gettingthingsdone.com/) but have found doing my understanding of the weekly review to be helpful. The irony I stopped doing the weekly review of items. I feel I need to bring it back. 

What are your plans @farid any suggestions or insight. 

@quokka is my first my first master mind group and I think that will help but I always think one has to be responsible for your self. Finding the balance.",1,1,https://fr3.akimbo.com/t/to-be-expected-having-fun-and-a-bloody-nose/35348/7,2020-06-01T02:04:05.507Z
Can I be unique as a web apps developper?,Lesson 4. Five levels of freelancers,No,"Hey @christianlescuyer

The spectrum of how I view unique and remarkable levels. I apply Data Science (coding) to the evaluation of nonprofit programs. The combination of this makes it unique and at times remarkable. Maybe the market catches up   but currently I am leading in my area--currently that is not worth too much currently ;)


Mark Cuban has talked about this on Recode/Decode people will need to be able to apply technology with subject matter expertise. 

I think being a crafstsperson is awesome. Maybe  you can situations  where you can apply technical skills to some subject matter expertise.",2,0,https://fr3.akimbo.com/t/can-i-be-unique-as-a-web-apps-developper/29167/23,2020-06-01T13:55:47.508Z
two sides of the coin,Umph!,No,"Have you ever seen a one sided coin?

I have focused on delivering the technical aspects of my craft to my client. My client is not interested in the specs; they want it to work and they want a story. Not as much attention as been given to the story side. The story or assumptions behind why this technical work is needed.  Instead of building an app--build a feedback loop. :slight_smile: 

This is where I my commitment needs to increase and this where I am the most uncomfortable. I have spent hours on here writing ; this means there is time to be reflective and   generate content that builds a bridge between the technical aspect of the work and the story,",5,2,https://fr3.akimbo.com/t/two-sides-of-the-coin/35843/1,2020-06-02T11:22:53.568Z
two sides of the coin,Umph!,No,Neglected to tag this post! @quokka @homeroom5,1,0,https://fr3.akimbo.com/t/two-sides-of-the-coin/35843/2,2020-06-02T11:48:39.500Z
two sides of the coin,Umph!,No,"

[quote=""lisaashburn, post:5, topic:35843""]
If you want to start with reality, you must find a way to measure, and data does that.
[/quote]

That is my tune @lisaashburn ; and I don't mean to suggest I am going to tell them what they want to hear. A result is a story-good, bad or ugly.  My idea is to help them understand their data and reality better so they can use that data to tell their  own story. 

My content generation has been focused on getting attention of a technical audience trying to establish credibility  but I wonder if tried to generate more contend to my non technical client would understand.",0,1,https://fr3.akimbo.com/t/two-sides-of-the-coin/35843/6,2020-06-03T23:57:10.794Z
Following Fallow,Lesson 12. Turning the ratchet,No,"[quote=""natashawainwright, post:1, topic:36101""]
Making the time to be “commercially fallow” so that I can purposefully invest in my skills is very much a professional mindset.
[/quote]

This is so important. I just wrapped up a training. The training was great and the opportunity to meet other people and ask questions of leaders was exciting. I think it also provides a chance to connect additional dots so to speak.

[quote=""natashawainwright, post:1, topic:36101""]
If we are practicing professionals, then we have to take care of ourselves like a surgeon takes care of their hands. Without sleep or food, mental energy is depleted and our minds are adversely affected, leading to work being affected
[/quote]

My sense is that you answered this perfectly!",0,0,https://fr3.akimbo.com/t/following-fallow/36101/4,2020-06-05T23:27:06.689Z
